,count,country,result.taxonid,result.scientific_name,result.subspecies,result.rank,result.subpopulation,result.category
4396,10293,us,195840,Halosauropsis macrochir,NA,NA,NA,LC
4397,10293,us,190196,Halosaurus guentheri,NA,NA,NA,LC
4398,10293,us,195844,Halosaurus ovenii,NA,NA,NA,LC
4399,10293,us,62018973,Hamamelis virginiana,NA,NA,NA,LC
4400,10293,us,11250,Hamiota altilis,NA,NA,NA,EN
4401,10293,us,189213,Hamiota australis,NA,NA,NA,NT
4402,10293,us,176004,Hammarbya paludosa,NA,NA,NA,LC
4403,10293,us,60470770,Haplophryne mollis,NA,NA,NA,LC
4404,10293,us,95384485,Haploporus odorus,NA,NA,NA,NT
4405,10293,us,16449654,Harengula clupeola,NA,NA,NA,LC
4406,10293,us,16449708,Harengula humeralis,NA,NA,NA,LC
4407,10293,us,190478,Harengula jaguana,NA,NA,NA,LC
4408,10293,us,183931,Harengula thrissina,NA,NA,NA,LC
4409,10293,us,9731,Harpagoxenus canadensis,NA,NA,NA,VU
4410,10293,us,60139,Harriotta haeckeli,NA,NA,NA,LC
4411,10293,us,60140,Harriotta raleighana,NA,NA,NA,LC
4412,10293,us,152256,Harrisia gracilis,NA,NA,NA,LC
4413,10293,us,64314193,Hedysarum alpinum,NA,NA,NA,LC
4414,10293,us,189674,Heleobops docima,NA,NA,NA,LC
4415,10293,us,19073408,Helianthus annuus,NA,NA,NA,LC
4416,10293,us,20694238,Helianthus anomalus,NA,NA,NA,VU
4417,10293,us,20694242,Helianthus argophyllus,NA,NA,NA,LC
4418,10293,us,20694246,Helianthus arizonensis,NA,NA,NA,DD
4419,10293,us,20694250,Helianthus atrorubens,NA,NA,NA,LC
4420,10293,us,20694260,Helianthus bolanderi,NA,NA,NA,LC
4421,10293,us,20694276,Helianthus californicus,NA,NA,NA,LC
4422,10293,us,20694280,Helianthus debilis,NA,NA,NA,LC
4423,10293,us,64989879,Helianthus decapetalus,NA,NA,NA,LC
4424,10293,us,20694284,Helianthus deserticola,NA,NA,NA,DD
4425,10293,us,20694288,Helianthus divaricatus,NA,NA,NA,LC
4426,10293,us,20694293,Helianthus exilis,NA,NA,NA,NT
4427,10293,us,20694297,Helianthus giganteus,NA,NA,NA,LC
4428,10293,us,20694301,Helianthus grosseserratus,NA,NA,NA,LC
4429,10293,us,64990398,Helianthus hirsutus,NA,NA,NA,LC
4430,10293,us,20694305,Helianthus maximiliani,NA,NA,NA,LC
4431,10293,us,20694311,Helianthus neglectus,NA,NA,NA,DD
4432,10293,us,20694323,Helianthus niveus,NA,NA,NA,DD
4433,10293,us,20694327,Helianthus nuttallii,NA,NA,NA,LC
4434,10293,us,20694331,Helianthus paradoxus,NA,NA,NA,LC
4435,10293,us,20694335,Helianthus pauciflorus,NA,NA,NA,LC
4436,10293,us,20694339,Helianthus petiolaris,NA,NA,NA,LC
4437,10293,us,20694343,Helianthus praecox,NA,NA,NA,LC
4438,10293,us,20694347,Helianthus resinosus,NA,NA,NA,LC
4439,10293,us,20694351,Helianthus salicifolius,NA,NA,NA,LC
4440,10293,us,20694360,Helianthus silphioides,NA,NA,NA,LC
4441,10293,us,20694364,Helianthus tuberosus,NA,NA,NA,LC
4442,10293,us,163181,Helicocranchia papillata,NA,NA,NA,DD
4443,10293,us,9801,Helicodiscus diadema,NA,NA,NA,LR/nt
4444,10293,us,9802,Helicodiscus hexodon,NA,NA,NA,LR/nt
4445,10293,us,195093,Helicolenus dactylopterus,NA,NA,NA,LC
4446,10293,us,9808,Helicoverpa confusa,NA,NA,NA,EX
4447,10293,us,9809,Helicoverpa minuta,NA,NA,NA,EX
4448,10293,us,44392205,Helictotrichon canescens,NA,NA,NA,LC
4449,10293,us,22688135,Heliomaster constantii,NA,NA,NA,LC
4450,10293,us,133522,Helioseris cucullata,NA,NA,NA,LC
4451,10293,us,64314219,Heliotropium curassavicum,NA,NA,NA,LC
4452,10293,us,69626368,Helisoma anceps,NA,NA,NA,LC
4453,10293,us,9847,Helminthoglypta allynsmithi,NA,NA,NA,VU
4454,10293,us,9850,Helminthoglypta arrosa ssp. pomoensis,pomoensis,ssp.,NA,DD
4455,10293,us,9852,Helminthoglypta callistoderma,NA,NA,NA,EN
4456,10293,us,9860,Helminthoglypta coelata,NA,NA,NA,VU
4457,10293,us,9861,Helminthoglypta expansilabris ssp. mattolensis,mattolensis,ssp.,NA,DD
4458,10293,us,9853,Helminthoglypta mohaveana,NA,NA,NA,LR/nt
4459,10293,us,9854,Helminthoglypta nickliniana ssp. awania,awania,ssp.,NA,DD
4460,10293,us,9855,Helminthoglypta nickliniana ssp. bridgesi,bridgesi,ssp.,NA,DD
4461,10293,us,9856,Helminthoglypta nickliniana ssp. contracosta,contracosta,ssp.,NA,DD
4462,10293,us,9857,Helminthoglypta sequoicola ssp. consors,consors,ssp.,NA,DD
4463,10293,us,9862,Helminthoglypta stiversiana ssp. miwoka,miwoka,ssp.,NA,DD
4464,10293,us,9863,Helminthoglypta stiversiana ssp. williamsi,williamsi,ssp.,NA,DD
4465,10293,us,9859,Helminthoglypta walkeriana,NA,NA,NA,CR
4466,10293,us,22721768,Helmitheros vermivorum,NA,NA,NA,LC
4467,10293,us,50978686,Helocordulia selysii,NA,NA,NA,LC
4468,10293,us,164995,Helocordulia uhleri,NA,NA,NA,LC
4469,10293,us,9865,Heloderma suspectum,NA,NA,NA,NT
4470,10293,us,190251,Hemanthias leptus,NA,NA,NA,LC
4471,10293,us,183261,Hemanthias signifer,NA,NA,NA,LC
4472,10293,us,164067,Hemarthria altissima,NA,NA,NA,LC
4473,10293,us,190340,Hemicaranx amblyrhynchus,NA,NA,NA,LC
4474,10293,us,181750,Hemichromis elongatus,NA,NA,NA,LC
4475,10293,us,59285,Hemidactylium scutatum,NA,NA,NA,LC
4476,10293,us,176130,Hemidactylus frenatus,NA,NA,NA,LC
4477,10293,us,157261,Hemidactylus turcicus,NA,NA,NA,LC
4478,10293,us,46104147,Hemiemblemaria simulus,NA,NA,NA,LC
4479,10293,us,103823664,Hemignathus affinis,NA,NA,NA,CR
4480,10293,us,103823616,Hemignathus hanapepe,NA,NA,NA,CR
4481,10293,us,103823595,Hemignathus lucidus,NA,NA,NA,EX
4482,10293,us,22720799,Hemignathus wilsoni,NA,NA,NA,EN
4483,10293,us,15521875,Hemiramphus balao,NA,NA,NA,LC
4484,10293,us,15521927,Hemiramphus brasiliensis,NA,NA,NA,LC
4485,10293,us,9907,Hemistena lata,NA,NA,NA,CR
4486,10293,us,154788,Hemitaurichthys thompsoni,NA,NA,NA,LC
4487,10293,us,9920,Hemitremia flammea,NA,NA,NA,NT
4488,10293,us,165683,Heniochus diphreutes,NA,NA,NA,LC
4489,10293,us,41823,Heptranchias perlo,NA,NA,NA,NT
4490,10293,us,64314237,Heracleum maximum,NA,NA,NA,LC
4491,10293,us,110590900,Heraclides andraemon,NA,NA,NA,LC
4492,10293,us,192895,Herichthys cyanoguttatus,NA,NA,NA,LC
4493,10293,us,183465,Hermosilla azurea,NA,NA,NA,LC
4494,10293,us,9948,Herpailurus yagouaroundi,NA,NA,NA,LC
4495,10293,us,70204120,Herpestes auropunctatus,NA,NA,NA,LC
4496,10293,us,15148858,Herwigia kreffti,NA,NA,NA,LC
4497,10293,us,165098,Hesperagrion heterodoxum,NA,NA,NA,LC
4498,10293,us,9968,Hesperia dacotae,NA,NA,NA,VU
4499,10293,us,22720702,Hesperiphona vespertina,NA,NA,NA,VU
4500,10293,us,9973,Hesperodiaptomus augustaensis,NA,NA,NA,VU
4501,10293,us,9974,Hesperodiaptomus californiensis,NA,NA,NA,VU
4502,10293,us,202131,Hesperoleucus symmetricus,NA,NA,NA,LC
4503,10293,us,34002,Hesperomannia arborescens,NA,NA,NA,CR
4504,10293,us,34003,Hesperomannia arbuscula,NA,NA,NA,CR
4505,10293,us,30929,Hesperomannia lydgatei,NA,NA,NA,CR
4506,10293,us,51293948,Hetaerina americana,NA,NA,NA,LC
4507,10293,us,51293970,Hetaerina titia,NA,NA,NA,LC
4508,10293,us,164990,Hetaerina vulnerata,NA,NA,NA,LC
4509,10293,us,202395,Heterandria formosa,NA,NA,NA,LC
4510,10293,us,64314241,Heteranthera dubia,NA,NA,NA,LC
4511,10293,us,199078,Heteroconger longissimus,NA,NA,NA,LC
4512,10293,us,199198,Heteroconger luteolus,NA,NA,NA,LC
4513,10293,us,63819,Heterodon nasicus,NA,NA,NA,LC
4514,10293,us,63820,Heterodon platirhinos,NA,NA,NA,LC
4515,10293,us,63821,Heterodon simus,NA,NA,NA,VU
4516,10293,us,39333,Heterodontus francisci,NA,NA,NA,DD
4517,10293,us,12074,Heteromys irroratus,NA,NA,NA,LC
4518,10293,us,196198,Heteroonops tetraspinosus,NA,NA,NA,LC
4519,10293,us,21133028,Heterophotus ophistoma,NA,NA,NA,LC
4520,10293,us,16749737,Heteropriacanthus cruentatus,NA,NA,NA,LC
4521,10293,us,179015,Heterostichus rostratus,NA,NA,NA,LC
4522,10293,us,162644,Heteroteuthis dispar,NA,NA,NA,DD
4523,10293,us,162562,Heteroteuthis hawaiiensis,NA,NA,NA,DD
4524,10293,us,64176137,Hexalectris revoluta,NA,NA,NA,CR
4525,10293,us,64176203,Hexalectris warnockii,NA,NA,NA,EN
4526,10293,us,10030,Hexanchus griseus,NA,NA,NA,NT
4527,10293,us,161352,Hexanchus nakamurai,NA,NA,NA,DD
4528,10293,us,161674,Hexatrygon bickelli,NA,NA,NA,LC
4529,10293,us,30774,Hibiscadelphus bombycinus,NA,NA,NA,EX
4530,10293,us,33556,Hibiscadelphus crucibracteatus,NA,NA,NA,EX
4531,10293,us,30930,Hibiscadelphus distans,NA,NA,NA,CR
4532,10293,us,30396,Hibiscadelphus giffardianus,NA,NA,NA,CR
4533,10293,us,30787,Hibiscadelphus hualalaiensis,NA,NA,NA,CR
4534,10293,us,30397,Hibiscadelphus wilderianus,NA,NA,NA,EX
4535,10293,us,35153,Hibiscadelphus woodii,NA,NA,NA,EX
4536,10293,us,33624,Hibiscus arnottianus subsp. immaculatus,immaculatus,subsp.,NA,EN
4537,10293,us,62743,Hibiscus brackenridgei,NA,NA,NA,CR
4538,10293,us,30775,Hibiscus brackenridgei subsp. brackenridgei,brackenridgei,subsp.,NA,CR
4539,10293,us,33625,Hibiscus brackenridgei subsp. mokuleianus,mokuleianus,subsp.,NA,CR
4540,10293,us,80091009,Hibiscus brackenridgei subsp. molokaiana,molokaiana,subsp.,NA,EX
4541,10293,us,30931,Hibiscus clayi,NA,NA,NA,CR
4542,10293,us,34009,Hibiscus kokio subsp. kokio,kokio,subsp.,NA,VU
4543,10293,us,33626,Hibiscus kokio subsp. saintjohnianus,saintjohnianus,subsp.,NA,EN
4544,10293,us,64314251,Hibiscus moscheutos,NA,NA,NA,LC
4545,10293,us,33627,Hibiscus waimeae subsp. hannerae,hannerae,subsp.,NA,CR
4546,10293,us,30776,Hibiscus waimeae subsp. waimeae,waimeae,subsp.,NA,LR/nt
4547,10293,us,60470792,Himantolophus albinares,NA,NA,NA,DD
4548,10293,us,60470817,Himantolophus brevirostris,NA,NA,NA,DD
4549,10293,us,155055,Himantolophus cornifer,NA,NA,NA,LC
4550,10293,us,18127836,Himantolophus groenlandicus,NA,NA,NA,LC
4551,10293,us,60470918,Himantolophus rostratus,NA,NA,NA,DD
4552,10293,us,22727969,Himantopus himantopus,NA,NA,NA,LC
4553,10293,us,103829706,Himatione fraithii,NA,NA,NA,EX
4554,10293,us,103828426,Himatione sanguinea,NA,NA,NA,LC
4555,10293,us,202408,Hiodon alosoides,NA,NA,NA,LC
4556,10293,us,202409,Hiodon tergisus,NA,NA,NA,LC
4557,10293,us,10066,Hippocampus erectus,NA,NA,NA,VU
4558,10293,us,41009,Hippocampus fisheri,NA,NA,NA,LC
4559,10293,us,10070,Hippocampus histrix,NA,NA,NA,VU
4560,10293,us,10072,Hippocampus ingens,NA,NA,NA,VU
4561,10293,us,10075,Hippocampus kuda,NA,NA,NA,VU
4562,10293,us,10082,Hippocampus reidi,NA,NA,NA,NT
4563,10293,us,10089,Hippocampus zosterae,NA,NA,NA,LC
4564,10293,us,19892450,Hippocrepis comosa,NA,NA,NA,LC
4565,10293,us,155058,Hippoglossina stomata,NA,NA,NA,LC
4566,10293,us,10097,Hippoglossus hippoglossus,NA,NA,NA,EN
4567,10293,us,64314320,Hippuris lanceolata,NA,NA,NA,LC
4568,10293,us,161957,Hippuris tetraphylla,NA,NA,NA,LC
4569,10293,us,167870,Hippuris vulgaris,NA,NA,NA,LC
4570,10293,us,22686677,Hirundapus caudacutus,NA,NA,NA,LC
4571,10293,us,183776,Hirundichthys rondeletii,NA,NA,NA,LC
4572,10293,us,190292,Hirundichthys speculiger,NA,NA,NA,LC
4573,10293,us,68308810,Hirundichthys volador,NA,NA,NA,LC
4574,10293,us,22712252,Hirundo rustica,NA,NA,NA,LC
4575,10293,us,199249,Histiobranchus bathybius,NA,NA,NA,DD
4576,10293,us,163073,Histioteuthis bonnellii,NA,NA,NA,LC
4577,10293,us,176075,Histioteuthis corona,NA,NA,NA,LC
4578,10293,us,162925,Histioteuthis heteropsis,NA,NA,NA,LC
4579,10293,us,163056,Histioteuthis oceani,NA,NA,NA,LC
4580,10293,us,176077,Histioteuthis pacifica,NA,NA,NA,DD
4581,10293,us,190183,Histrio histrio,NA,NA,NA,LC
4582,10293,us,22680423,Histrionicus histrionicus,NA,NA,NA,LC
4583,10293,us,41670,Histriophoca fasciata,NA,NA,NA,LC
4584,10293,us,10205,Hobbseus attenuatus,NA,NA,NA,DD
4585,10293,us,10206,Hobbseus cristatus,NA,NA,NA,DD
4586,10293,us,10207,Hobbseus orconectoides,NA,NA,NA,EN
4587,10293,us,10208,Hobbseus petilus,NA,NA,NA,DD
4588,10293,us,153957,Hobbseus prominens,NA,NA,NA,LC
4589,10293,us,10209,Hobbseus valleculus,NA,NA,NA,EN
4590,10293,us,10210,Hobbseus yalobushensis,NA,NA,NA,EN
4591,10293,us,19891635,Hoffmannseggia repens,NA,NA,NA,NT
4592,10293,us,165832,Holacanthus bermudensis,NA,NA,NA,LC
4593,10293,us,165883,Holacanthus ciliaris,NA,NA,NA,LC
4594,10293,us,165879,Holacanthus tricolor,NA,NA,NA,LC
4595,10293,us,64063,Holbrookia elegans,NA,NA,NA,LC
4596,10293,us,64064,Holbrookia lacerata,NA,NA,NA,NT
4597,10293,us,64065,Holbrookia maculata,NA,NA,NA,LC
4598,10293,us,64066,Holbrookia propinqua,NA,NA,NA,LC
4599,10293,us,16442472,Holocentrus adscensionis,NA,NA,NA,LC
4600,10293,us,16442487,Holocentrus rufus,NA,NA,NA,LC
4601,10293,us,180296,Holothuria annulifera,NA,NA,NA,DD
4602,10293,us,180437,Holothuria arenicola,NA,NA,NA,DD
4603,10293,us,180421,Holothuria atra,NA,NA,NA,LC
4604,10293,us,180504,Holothuria cinerascens,NA,NA,NA,LC
4605,10293,us,180509,Holothuria cubana,NA,NA,NA,LC
4606,10293,us,180531,Holothuria dakarensis,NA,NA,NA,LC
4607,10293,us,180246,Holothuria difficilis,NA,NA,NA,LC
4608,10293,us,180400,Holothuria edulis,NA,NA,NA,LC
4609,10293,us,180483,Holothuria flavomaculata,NA,NA,NA,LC
4610,10293,us,180228,Holothuria floridana,NA,NA,NA,LC
4611,10293,us,200715,Holothuria fuscogilva,NA,NA,NA,VU
4612,10293,us,180423,Holothuria fuscorubra,NA,NA,NA,DD
4613,10293,us,180252,Holothuria glaberrima,NA,NA,NA,LC
4614,10293,us,180385,Holothuria grisea,NA,NA,NA,LC
4615,10293,us,180451,Holothuria hawaiiensis,NA,NA,NA,LC
4616,10293,us,180235,Holothuria hilla,NA,NA,NA,LC
4617,10293,us,19709103,Holothuria immobilis,NA,NA,NA,LC
4618,10293,us,180534,Holothuria inhabilis,NA,NA,NA,LC
4619,10293,us,180371,Holothuria lentiginosa,NA,NA,NA,LC
4620,10293,us,180375,Holothuria leucospilota,NA,NA,NA,LC
4621,10293,us,180539,Holothuria lineata,NA,NA,NA,DD
4622,10293,us,180326,Holothuria nobilis,NA,NA,NA,EN
4623,10293,us,180413,Holothuria occidentalis,NA,NA,NA,LC
4624,10293,us,180236,Holothuria olivacea,NA,NA,NA,DD
4625,10293,us,180286,Holothuria pardalis,NA,NA,NA,LC
4626,10293,us,180469,Holothuria parvula,NA,NA,NA,LC
4627,10293,us,180549,Holothuria princeps,NA,NA,NA,LC
4628,10293,us,180380,Holothuria pseudofossor,NA,NA,NA,LC
4629,10293,us,180443,Holothuria rigida,NA,NA,NA,LC
4630,10293,us,180219,Holothuria rowei,NA,NA,NA,DD
4631,10293,us,180258,Holothuria surinamensis,NA,NA,NA,LC
4632,10293,us,180497,Holothuria thomasi,NA,NA,NA,LC
4633,10293,us,180231,Holothuria verrucosa,NA,NA,NA,LC
4634,10293,us,180440,Holothuria whitmaei,NA,NA,NA,EN
4635,10293,us,21103888,Holtbyrnia cyanocephala,NA,NA,NA,LC
4636,10293,us,21104612,Holtbyrnia innesi,NA,NA,NA,LC
4637,10293,us,170009,Homarus americanus,NA,NA,NA,LC
4638,10293,us,185055,Homeryon asper,NA,NA,NA,LC
4639,10293,us,136584,Homo sapiens,NA,NA,NA,LC
4640,10293,us,198579,Hoplostethus mediterraneus,NA,NA,NA,LC
4641,10293,us,199364,Hoplunnis diomediana,NA,NA,NA,LC
4642,10293,us,190375,Hoplunnis macrura,NA,NA,NA,LC
4643,10293,us,190142,Hoplunnis tenuis,NA,NA,NA,LC
4644,10293,us,21344013,Hordeum arizonicum,NA,NA,NA,NT
4645,10293,us,21344051,Hordeum brachyantherum,NA,NA,NA,LC
4646,10293,us,21344233,Hordeum depressum,NA,NA,NA,LC
4647,10293,us,21344760,Hordeum jubatum,NA,NA,NA,LC
4648,10293,us,21345256,Hordeum pusillum,NA,NA,NA,LC
4649,10293,us,22714380,Horornis diphone,NA,NA,NA,LC
4650,10293,us,20665743,Howella atlantica,NA,NA,NA,LC
4651,10293,us,163294,Hyaloteuthis pelagica,NA,NA,NA,LC
4652,10293,us,10277,Hybognathus amarus,NA,NA,NA,EN
4653,10293,us,202110,Hybognathus argyritis,NA,NA,NA,NT
4654,10293,us,202111,Hybognathus hankinsoni,NA,NA,NA,LC
4655,10293,us,202112,Hybognathus hayi,NA,NA,NA,LC
4656,10293,us,202113,Hybognathus nuchalis,NA,NA,NA,LC
4657,10293,us,202114,Hybognathus placitus,NA,NA,NA,LC
4658,10293,us,202115,Hybognathus regius,NA,NA,NA,LC
4659,10293,us,202116,Hybopsis amblops,NA,NA,NA,LC
4660,10293,us,202117,Hybopsis amnis,NA,NA,NA,LC
4661,10293,us,202118,Hybopsis hypsinotus,NA,NA,NA,LC
4662,10293,us,202119,Hybopsis lineapunctata,NA,NA,NA,LC
4663,10293,us,202120,Hybopsis rubrifrons,NA,NA,NA,LC
4664,10293,us,202121,Hybopsis winchelli,NA,NA,NA,LC
4665,10293,us,95384499,Hydnellum cyanopodium,NA,NA,NA,LC
4666,10293,us,44340011,Hydrastis canadensis,NA,NA,NA,VU
4667,10293,us,167871,Hydrilla verticillata,NA,NA,NA,LC
4668,10293,us,132341128,Hydrobates castro,NA,NA,NA,LC
4669,10293,us,22698572,Hydrobates furcatus,NA,NA,NA,LC
4670,10293,us,22698562,Hydrobates homochroa,NA,NA,NA,EN
4671,10293,us,22698567,Hydrobates hornbyi,NA,NA,NA,DD
4672,10293,us,132438298,Hydrobates leucorhous,NA,NA,NA,VU
4673,10293,us,22698557,Hydrobates melania,NA,NA,NA,LC
4674,10293,us,22698485,Hydrobates microsoma,NA,NA,NA,LC
4675,10293,us,132450926,Hydrobates socorroensis,NA,NA,NA,EN
4676,10293,us,22698535,Hydrobates tristrami,NA,NA,NA,NT
4677,10293,us,164128,Hydrocharis morsus-ranae,NA,NA,NA,LC
4678,10293,us,22694469,Hydrocoloeus minutus,NA,NA,NA,LC
4679,10293,us,64314371,Hydrocotyle americana,NA,NA,NA,LC
4680,10293,us,13581832,Hydrocotyle ranunculoides,NA,NA,NA,LC
4681,10293,us,177226,Hydrocotyle sibthorpioides,NA,NA,NA,LC
4682,10293,us,64314702,Hydrocotyle umbellata,NA,NA,NA,LC
4683,10293,us,10303,Hydrodamalis gigas,NA,NA,NA,EX
4684,10293,us,63123,Hydrolagus affinis,NA,NA,NA,LC
4685,10293,us,60189,Hydrolagus alberti,NA,NA,NA,DD
4686,10293,us,60191,Hydrolagus colliei,NA,NA,NA,LC
4687,10293,us,195435,Hydrolagus melanophasma,NA,NA,NA,LC
4688,10293,us,60196,Hydrolagus purpurescens,NA,NA,NA,DD
4689,10293,us,10304,Hydromantes brunus,NA,NA,NA,VU
4690,10293,us,59286,Hydromantes platycephalus,NA,NA,NA,LC
4691,10293,us,10305,Hydromantes shastae,NA,NA,NA,VU
4692,10293,us,176738,Hydrophis platurus,NA,NA,NA,LC
4693,10293,us,22694524,Hydroprogne caspia,NA,NA,NA,LC
4694,10293,us,190100,Hygophum benoiti,NA,NA,NA,LC
4695,10293,us,198617,Hygophum hygomii,NA,NA,NA,LC
4696,10293,us,15598815,Hygophum macrochir,NA,NA,NA,LC
4697,10293,us,155160,Hygophum proximum,NA,NA,NA,LC
4698,10293,us,15598887,Hygophum reinhardtii,NA,NA,NA,LC
4699,10293,us,15598938,Hygophum taaningi,NA,NA,NA,LC
4700,10293,us,75115087,Hygrocybe flavifolia,NA,NA,NA,EN
4701,10293,us,95384502,Hygrocybe noelokelani,NA,NA,NA,EN
4702,10293,us,168882,Hygrophila pinnatifida,NA,NA,NA,LC
4703,10293,us,10345,Hygrotus artus,NA,NA,NA,EX
4704,10293,us,22681363,Hylatomus pileatus,NA,NA,NA,LC
4705,10293,us,152183,Hylocereus undatus,NA,NA,NA,DD
4706,10293,us,22708670,Hylocichla mustelina,NA,NA,NA,NT
4707,10293,us,165056,Hylogomphus abbreviatus,NA,NA,NA,LC
4708,10293,us,51178871,Hylogomphus adelphus,NA,NA,NA,LC
4709,10293,us,51178877,Hylogomphus apomyius,NA,NA,NA,LC
4710,10293,us,42688,Hylogomphus geminatus,NA,NA,NA,LC
4711,10293,us,42689,Hylogomphus parvidens,NA,NA,NA,LC
4712,10293,us,51179191,Hylogomphus viridifrons,NA,NA,NA,LC
4713,10293,us,198596,Hymenocephalus italicus,NA,NA,NA,LC
4714,10293,us,60471195,Hymenogadus gracilis,NA,NA,NA,DD
4715,10293,us,60149,Hypanus americanus,NA,NA,NA,DD
4716,10293,us,60152,Hypanus dipterurus,NA,NA,NA,DD
4717,10293,us,60158,Hypanus sabinus,NA,NA,NA,LC
4718,10293,us,60159,Hypanus say,NA,NA,NA,LC
4719,10293,us,10637,Hypena laysanensis,NA,NA,NA,EX
4720,10293,us,10641,Hypena newelli,NA,NA,NA,EX
4721,10293,us,10639,Hypena plagiota,NA,NA,NA,EX
4722,10293,us,10640,Hypena senicula,NA,NA,NA,EX
4723,10293,us,202123,Hypentelium etowanum,NA,NA,NA,LC
4724,10293,us,202124,Hypentelium nigricans,NA,NA,NA,LC
4725,10293,us,202125,Hypentelium roanokense,NA,NA,NA,LC
4726,10293,us,64314709,Hypericum anagalloides,NA,NA,NA,LC
4727,10293,us,64314729,Hypericum boreale,NA,NA,NA,LC
4728,10293,us,64314773,Hypericum ellipticum,NA,NA,NA,LC
4729,10293,us,64314794,Hypericum majus,NA,NA,NA,LC
4730,10293,us,190140,Hyperoglyphe bythites,NA,NA,NA,LC
4731,10293,us,155081,Hyperoglyphe perciformis,NA,NA,NA,LC
4732,10293,us,10707,Hyperoodon ampullatus,NA,NA,NA,DD
4733,10293,us,46104052,Hypleurochilus bermudensis,NA,NA,NA,LC
4734,10293,us,196687,Hypleurochilus caudovittatus,NA,NA,NA,LC
4735,10293,us,47141089,Hypleurochilus geminatus,NA,NA,NA,LC
4736,10293,us,196688,Hypleurochilus multifilis,NA,NA,NA,LC
4737,10293,us,47141104,Hypleurochilus pseudoaequipinnis,NA,NA,NA,LC
4738,10293,us,46104061,Hypleurochilus springeri,NA,NA,NA,LC
4739,10293,us,16441120,Hypoatherina harringtonensis,NA,NA,NA,LC
4740,10293,us,135708,Hypomesus olidus,NA,NA,NA,LC
4741,10293,us,10722,Hypomesus transpacificus,NA,NA,NA,CR
4742,10293,us,57832,Hypopachus variolosus,NA,NA,NA,LC
4743,10293,us,166172,Hypophthalmichthys nobilis,NA,NA,NA,DD
4744,10293,us,190173,Hypoplectrus aberrans,NA,NA,NA,LC
4745,10293,us,190121,Hypoplectrus chlorurus,NA,NA,NA,LC
4746,10293,us,47149869,Hypoplectrus floridae,NA,NA,NA,LC
4747,10293,us,190290,Hypoplectrus gemma,NA,NA,NA,LC
4748,10293,us,16751128,Hypoplectrus gummigutta,NA,NA,NA,LC
4749,10293,us,16759093,Hypoplectrus guttavarius,NA,NA,NA,LC
4750,10293,us,16759066,Hypoplectrus indigo,NA,NA,NA,LC
4751,10293,us,16759111,Hypoplectrus nigricans,NA,NA,NA,LC
4752,10293,us,16759126,Hypoplectrus puella,NA,NA,NA,LC
4753,10293,us,16759139,Hypoplectrus randallorum,NA,NA,NA,LC
4754,10293,us,16759144,Hypoplectrus unicolor,NA,NA,NA,LC
4755,10293,us,191197,Hyporhamphus meeki,NA,NA,NA,LC
4756,10293,us,183951,Hyporhamphus naos,NA,NA,NA,LC
4757,10293,us,183993,Hyporhamphus rosae,NA,NA,NA,DD
4758,10293,us,166985,Hyporhamphus unifasciatus,NA,NA,NA,LC
4759,10293,us,132730,Hyporthodus acanthistius,NA,NA,NA,VU
4760,10293,us,64400,Hyporthodus flavolimbatus,NA,NA,NA,VU
4761,10293,us,132827,Hyporthodus mystacinus,NA,NA,NA,LC
4762,10293,us,7860,Hyporthodus nigritus,NA,NA,NA,NT
4763,10293,us,132734,Hyporthodus niphobles,NA,NA,NA,LC
4764,10293,us,7861,Hyporthodus niveatus,NA,NA,NA,VU
4765,10293,us,44675,Hyporthodus quernus,NA,NA,NA,LC
4766,10293,us,22692447,Hypotaenidia wakensis,NA,NA,NA,EX
4767,10293,us,63823,Hypsiglena torquata,NA,NA,NA,LC
4768,10293,us,183611,Hypsoblennius gentilis,NA,NA,NA,LC
4769,10293,us,183781,Hypsoblennius gilberti,NA,NA,NA,LC
4770,10293,us,46104064,Hypsoblennius hentz,NA,NA,NA,LC
4771,10293,us,46104071,Hypsoblennius invemar,NA,NA,NA,LC
4772,10293,us,46104074,Hypsoblennius ionthas,NA,NA,NA,LC
4773,10293,us,183875,Hypsoblennius jenkinsi,NA,NA,NA,LC
4774,10293,us,183367,Hypsypops rubicundus,NA,NA,NA,LC
4775,10293,us,62221,Hysterocarpus traskii,NA,NA,NA,LC
4776,10293,us,155216,Icelinus filamentosus,NA,NA,NA,LC
4777,10293,us,190405,Ichthyapus ophioneus,NA,NA,NA,LC
4778,10293,us,155195,Ichthyococcus irregularis,NA,NA,NA,LC
4779,10293,us,190285,Ichthyococcus ovatus,NA,NA,NA,LC
4780,10293,us,202616,Ichthyomyzon bdellium,NA,NA,NA,LC
4781,10293,us,202617,Ichthyomyzon castaneus,NA,NA,NA,LC
4782,10293,us,202618,Ichthyomyzon fossor,NA,NA,NA,LC
4783,10293,us,202619,Ichthyomyzon gagei,NA,NA,NA,LC
4784,10293,us,202620,Ichthyomyzon greeleyi,NA,NA,NA,LC
4785,10293,us,202621,Ichthyomyzon unicuspis,NA,NA,NA,LC
4786,10293,us,202679,Ictalurus furcatus,NA,NA,NA,LC
4787,10293,us,10768,Ictalurus lupus,NA,NA,NA,DD
4788,10293,us,10770,Ictalurus pricei,NA,NA,NA,EN
4789,10293,us,202680,Ictalurus punctatus,NA,NA,NA,LC
4790,10293,us,22722057,Icteria virens,NA,NA,NA,LC
